2.53,0.59
2.54,0.59
2.55,0.59
2.56,0.60
2.57,0.60
2.58,0.60
2.58,0.60
2.59,0.60
2.60,0.60
2.61,0.61
2.62,0.61
2.63,0.61
2.63,0.61
2.64,0.61
2.65,0.61
2.66,0.61
2.67,0.62
2.68,0.62
2.68,0.62
2.69,0.62
2.70,0.62
2.71,0.62
2.72,0.63
2.73,0.63
2.73,0.63
2.74,0.63
2.75,0.63
2.76,0.63
2.77,0.64
2.78,0.64
2.78,0.64
2.79,0.64
2.80,0.64
2.81,0.64
2.82,0.64
2.83,0.65
2.83,0.65
2.84,0.65
2.85,0.65
2.86,0.65
2.87,0.65
2.88,0.65
2.88,0.66
2.89,0.66
2.90,0.66
2.91,0.66
2.92,0.66
2.93,0.66
2.93,0.66
2.94,0.67
2.95,0.67
2.96,0.67
2.97,0.67
2.98,0.67
2.98,0.67
2.99,0.67
3.00,0.68
3.01,0.68
3.02,0.68
3.03,0.68
3.03,0.68
3.04,0.68
3.05,0.68
3.06,0.68
3.07,0.69
3.08,0.69
3.08,0.69
3.09,0.69
3.10,0.69
3.11,0.69
3.12,0.69
3.13,0.69
3.13,0.70
3.14,0.70
3.15,0.70
3.16,0.70
3.17,0.70
3.18,0.70
3.18,0.70
3.19,0.70
3.20,0.71
3.21,0.71
3.22,0.71
3.23,0.71
3.23,0.71
3.24,0.71
3.25,0.71
3.26,0.71
3.27,0.72
3.28,0.72
3.28,0.72
3.29,0.72
3.30,0.72
3.31,0.72
3.32,0.72
3.33,0.72
3.33,0.72
3.34,0.72
3.35,0.73
3.36,0.73
3.37,0.73
3.38,0.73
3.38,0.73
3.39,0.73
3.40,0.73
3.41,0.73
3.42,0.73
3.43,0.74
3.43,0.74
3.44,0.74
3.45,0.74
3.46,0.74
3.47,0.74
3.48,0.74
3.48,0.74
3.49,0.74
3.50,0.74
3.51,0.74
3.52,0.75
3.53,0.75
3.53,0.75
3.54,0.75
3.55,0.75
3.56,0.75
3.57,0.75
3.58,0.75
3.58,0.75
3.59,0.75
3.60,0.75
3.61,0.76
3.62,0.76
3.63,0.76
3.63,0.76
3.64,0.76
3.65,0.76
3.66,0.76
3.67,0.76
3.68,0.76
3.68,0.76
3.69,0.76
3.70,0.76
3.71,0.76
3.72,0.77
3.73,0.77
3.73,0.77
3.74,0.77
3.75,0.77
3.76,0.77
3.77,0.77
3.78,0.77
3.78,0.77
3.79,0.77
3.80,0.77
3.81,0.77
3.82,0.77
3.83,0.77
3.83,0.77
3.84,0.78
3.85,0.78
3.86,0.78
3.87,0.78
3.88,0.78
3.88,0.78
3.89,0.78
3.90,0.78
3.91,0.78
3.92,0.78
3.93,0.78
3.93,0.78
3.94,0.78
3.95,0.78
3.96,0.78
3.97,0.78
3.98,0.78
3.98,0.78
3.99,0.79
4.00,0.79
4.01,0.79
